,logFC,AveExpr,t,P.Value,adj.P.Val,B,change
SH2D3C,-0.190363521512559,2.58953716461413,-2.49212030770379,0.0164520610477485,0.0534035365546256,-3.96144433484625,Not
PPP1R11,-0.283948530077463,8.48311245796569,-2.49035390169241,0.0165238597810868,0.0536095227168424,-3.96535272790119,Not
ENTPD3,0.213139148213041,2.4097899484589,2.49034643355089,0.0165241639398927,0.0536095227168424,-3.96536924765312,Not
NUDCD3,0.0485327360780037,2.83936483967731,2.48967548750662,0.0165515106469607,0.0536842015047735,-3.96685324771953,Not
PAPOLA,0.517402400187804,8.13658986346297,2.48947328548409,0.0165597601350906,0.0536863649356785,-3.96730041943885,Not
RAB7A,-0.487483444462737,7.89340260197452,-2.4894469547749,0.0165608346564465,0.0536863649356785,-3.96735864803786,Not
DNAH2,0.105233530325181,2.74726579336549,2.48917675548754,0.0165718647884404,0.0537080843927426,-3.96795614878721,Not
SPON1,0.498009844936717,3.76777785817323,2.48880139893734,0.01658719873715,0.0537378751588805,-3.96878610605376,Not
NAA16,-0.411772171790383,8.02918283402547,-2.48873965870668,0.0165897221626504,0.0537378751588805,-3.96892261187888,Not
CYP2J2,-0.0451810910188697,2.95008496921365,-2.48855356523287,0.016597330219005,0.0537484821687517,-3.96933404357925,Not
ZNF266,-0.494578267524214,8.01825824688179,-2.4881520180162,0.0166137574558363,0.053783184614242,-3.97022174007205,Not
NDUFB6,-0.285744185473314,8.96002833615795,-2.487983337089,0.016620662567401,0.053783184614242,-3.97059460907475,Not
HES2,0.0749487292974167,3.37230394666678,2.48793408867936,0.0166226790882748,0.053783184614242,-3.97070346902889,Not
H2AFV,0.457493809406969,10.07635440023,2.48781638452494,0.0166274994912761,0.053783184614242,-3.97096363873274,Not
TRPC2,0.437096616060276,2.8988826995377,2.48776198614101,0.0166297277268095,0.053783184614242,-3.97108387613457,Not
KDELC1,0.942135308082273,3.5965486925642,2.48748469883086,0.0166410900228133,0.0538059018646906,-3.97169673674886,Not
PTDSS2,0.384622974722777,3.04014663681556,2.48715676926548,0.0166545365592272,0.0538353445254352,-3.97242146031434,Not
CAPN3,-0.610118284945552,4.84565828699287,-2.48672254720743,0.0166723567205481,0.0538789057855545,-3.97338097897388,Not
PTGES,-0.167917170258413,2.49049908502446,-2.48621313337971,0.0166932847523803,0.0539324852263019,-3.97450649068975,Not
ABR,-0.486262605988223,7.19468480497011,-2.48589240564075,0.0167064732991151,0.0539610386273242,-3.97521502524064,Not
NEDD8,0.224465227681311,9.43846292131997,2.48443469930879,0.0167665344044568,0.0541409336679193,-3.97843444155696,Not
BTBD1,0.276489554935583,9.77649274534953,2.48425851882087,0.0167738067298576,0.0541503188106256,-3.97882344817588,Not
RBPJ,-0.589002233192792,8.09916740173234,-2.48367118035181,0.016798071388065,0.0542145405740751,-3.98012014120932,Not
HMGXB3,0.293374664352887,7.16057647348064,2.48273176631975,0.0168369475133047,0.054325874091446,-3.98219364509095,Not
LATS1,0.174885683847116,4.30371771330367,2.48207910802607,0.0168640047470954,0.0543869953978435,-3.98363386358081,Not
DIS3,-0.522241808793569,4.99072066739504,-2.48206330191158,0.0168646605095627,0.0543869953978435,-3.98366873932003,Not
KIR3DL1,-0.18914130744399,3.08357111065455,-2.48171858882811,0.0168789676849141,0.0544145977891348,-3.98442929709466,Not
ZNF551,0.560817973997536,6.42372764817119,2.4816457062201,0.0168819940572919,0.0544145977891348,-3.98459009141827,Not
ERN2,0.219560719196814,5.56786906561311,2.48140495587031,0.0168919944566837,0.0544326856966091,-3.98512121181197,Not
AP1G1,0.577138784690804,6.45255265952615,2.47978858300435,0.0169592753565296,0.0546352966875421,-3.9886860895841,Not
ATP6V0B,-0.411172832025182,9.92641151242391,-2.47898413887519,0.0169928505308721,0.0547292456853823,-3.99045961983506,Not
KDM5A,-0.319507157868811,7.64740677171773,-2.47790802964799,0.0170378584733759,0.0548599581114437,-3.99283139979283,Not
FCGR2B,-1.2500743833488,5.74686088521501,-2.47779670180264,0.0170425208915441,0.0548607284240388,-3.99307672551424,Not
CTSG,2.10585679714621,6.96334139999898,2.4769790631718,0.0170767991228874,0.0549568083863965,-3.99487824533417,Not
SLPI,-1.04163918680414,5.83796073180027,-2.47601962449,0.0171171018105635,0.0550722214672942,-3.99699162198655,Not
PMAIP1,0.811632317170853,9.07977808362602,2.47538203296312,0.0171439324940812,0.0551420722267211,-3.99839571588943,Not
RABAC1,0.387497214571515,8.06014524633594,2.47529248148842,0.0171477039892335,0.0551420722267211,-3.99859290278458,Not
ZNF43,0.496966823288165,6.74753500012296,2.47474787866926,0.0171706563499915,0.0551874286527565,-3.99979196867799,Not
GLB1L2,0.140433891252344,2.17289812198234,2.47474666182665,0.0171707076651606,0.0551874286527565,-3.99979464760754,Not
LDLRAD4,-0.582919099617486,4.40560834207507,-2.47438417176737,0.0171860003348975,0.0552113505984164,-4.00059264010973,Not
JPT2,0.193559949036118,4.67501082382473,2.47434013472166,0.0171878590032542,0.0552113505984164,-4.00068957806585,Not
ZNF334,0.273665185102526,3.34282059466916,2.47425376437432,0.0171915049593715,0.0552113505984164,-4.00087969976112,Not
MAVS,0.27019315959778,6.59478624639504,2.4731404835704,0.0172385627422536,0.0553481474740282,-4.00332984568489,Not
TNPO3,0.166564745660878,6.86587192209681,2.47196617631056,0.017288326589835,0.055480997978795,-4.00591339502957,Not
DESI1,0.425116692505473,5.26360173401053,2.47195298515029,0.0172888863329874,0.055480997978795,-4.00594241112399,Not
CAVIN1,1.12946982027861,4.3921520544358,2.47118528076333,0.0173214907967597,0.0555712494444416,-4.00763089911064,Not
ATP8B2,0.224395365010759,4.3544430676892,2.47107220264524,0.0173262979389022,0.0555722972164996,-4.00787956937345,Not
SBNO2,-0.432313457642429,6.87817579777683,-2.46951942528665,0.0173924315408151,0.0557699918305919,-4.01129341165243,Not
HUS1,0.352518379660818,5.63443379182779,2.46914750697491,0.0174083056555847,0.0558064655069053,-4.0121108471483,Not
TRPV2,0.465361072834196,6.75906754537772,2.46823449189598,0.0174473304032042,0.055917116018331,-4.01411715770494,Not
GCH1,-1.02103982590583,7.86213434428601,-2.46809470670592,0.0174533121947019,0.0559218370320042,-4.01442427983406,Not
LPAR6,-1.22356901112211,6.16122069694022,-2.4678753771373,0.0174627016536037,0.0559374712318302,-4.01490614236932,Not
TSNAX,-0.404532309923856,7.60583706012636,-2.46643788094923,0.0175243539862969,0.0561204653994423,-4.01806348739496,Not
PMS2P2,0.230277086611296,2.88618935145754,2.46613534603644,0.0175373544054418,0.0561476011075617,-4.01872780321422,Not
PLA2G5,0.150171812362204,3.6775974112269,2.46595252465494,0.0175452147734178,0.0561582706670197,-4.01912921825691,Not
LRP5L,0.580434686863222,4.23421675807982,2.46583223495045,0.0175503883454526,0.0561603371126545,-4.01939332218134,Not
MARCH1,-0.976292779521573,5.67095365969939,-2.46468934168864,0.0175996123356437,0.0563033251996359,-4.02190213126231,Not
DLK1,1.42588520169448,3.33215312524966,2.46455638048709,0.0176053470391054,0.0563071478406459,-4.02219394218191,Not
CCHCR1,0.14618378572344,5.29291908302072,2.46241634011667,0.0176978815400806,0.0565885085696366,-4.02688905953515,Not
TOGARAM1,0.354158048210999,3.73471031714504,2.46112975318839,0.0177537248512051,0.0567524353942004,-4.02971026100583,Not
IFT20,-0.310554968311719,8.33370115152378,-2.46058572365097,0.0177773859991096,0.0568134291540729,-4.03090286079406,Not
BEX1,0.962650795807453,5.51472437215897,2.46016092055135,0.0177958815543105,0.0568578874080663,-4.03183395783749,Not
RAB21,-0.482127702265202,7.25741739043682,-2.45989805207159,0.0178073353435519,0.0568798300968514,-4.03241006019383,Not
NBAS,0.619528486296637,6.79211186573675,2.45978010573485,0.0178124767081576,0.0568816036589287,-4.03266853608626,Not
NUP88,0.580654777978185,8.11682990061583,2.45936435633528,0.0178306102411145,0.0569248542652621,-4.03357956340983,Not
ADRM1,0.313797375815386,7.98201520717527,2.45880022080445,0.0178552425865274,0.0569779101930677,-4.03481556051272,Not
RASAL1,0.0583325909993393,4.45780837546501,2.45877334750205,0.0178564167475977,0.0569779101930677,-4.0348744334032,Not
AMN,0.328542298427042,5.36202307282507,2.45835296600292,0.0178747933582803,0.0570068017890637,-4.03579532366556,Not
NR1I2,0.316324385322055,2.68944235101596,2.45816987683511,0.017882802293086,0.0570068017890637,-4.03619636247934,Not
TLE3,-0.780206576050781,5.96675744980061,-2.45812224772687,0.0178848862826272,0.0570068017890637,-4.03630068563348,Not
NOP14,0.485314732018148,5.93763180938349,2.45804842436811,0.0178881168239808,0.0570068017890637,-4.03646237963208,Not
MTHFD2,0.625771100442607,8.27503381429348,2.45796134699959,0.0178919280455071,0.0570068017890637,-4.03665309890737,Not
FAHD2A,0.618200354179805,6.02091088861481,2.45793575264194,0.0178930484048073,0.0570068017890637,-4.03670915540459,Not
SRD5A3,0.0860336456649042,3.48494102651087,2.45781444509271,0.0178983593470086,0.0570090783207363,-4.03697483590573,Not
TBC1D8,-0.786520422694108,6.59340452792255,-2.45736777551842,0.0179179272054527,0.0570567525363876,-4.03795301879286,Not
DDIT3,0.734893312671036,7.81527353142493,2.45662264292348,0.0179506133450519,0.0571461646095171,-4.03958451906619,Not
PLCG1,-0.540283019040924,3.50749482792493,-2.45540543905424,0.0180041235832422,0.0573018077503087,-4.04224883031906,Not
SLC34A2,0.087098825992129,3.6076121285856,2.45465737898146,0.0180370811016693,0.0573919745777332,-4.04388574438193,Not
LYRM1,0.711232387001866,7.8383193791447,2.45382834868237,0.018073669736749,0.0574929440846313,-4.04569939502529,Not
FBXO38,-0.315162980620735,3.94504676335394,-2.45372842132021,0.0180780844900477,0.0574929440846313,-4.04591797234246,Not
PPP4R3B,0.281655412421693,5.2771779963159,2.4532517791738,0.0180991557944349,0.0575452010557231,-4.04696046803307,Not
SCN9A,0.298311983142968,3.70981549373268,2.4526194422782,0.0181271443268053,0.057619418525209,-4.04834325609939,Not
CDC45,0.692346457431311,4.71918026373641,2.45168666460632,0.0181685024958553,0.0577360841547766,-4.05038254959518,Not
CAT,0.518817013780039,11.8678032066556,2.45153165576114,0.0181753836580536,0.0577431566369978,-4.05072138182544,Not
ZNF528,0.661870184042368,4.05822548845109,2.45128472153204,0.0181863504486405,0.057763202206015,-4.05126111910349,Not
ZNF117,-0.778161722006067,3.18682930821467,-2.45088385388045,0.0182041664487131,0.0578049862937502,-4.052137228678,Not
TIMP1,0.542637717456428,9.72531963781454,2.44961099128944,0.0182608417757232,0.0579701101981814,-4.05491838866014,Not
RAN,0.492815452533898,7.14125981078974,2.44936090325125,0.0182719959128782,0.0579906768954526,-4.0554646928515,Not
HIST1H4H,-0.476790401181669,2.66671153448811,-2.44906695719217,0.0182851140351343,0.0580174646655848,-4.05610674825634,Not
ZNF8,0.19769892931094,3.70516562187942,2.44793370048436,0.0183357684071464,0.0581633083257896,-4.05858152898421,Not
NAA50,-0.231633386335636,9.40669302156997,-2.44712994038725,0.0183717718321967,0.0582626146854349,-4.06033623319086,Not
JUP,1.1271155477619,6.74229500420924,2.44672771621585,0.0183898129575789,0.0583049207854935,-4.06121417164253,Not
GDI1,-0.353470258281428,8.55798095143003,-2.44539964171844,0.0184494954965824,0.0584791956667803,-4.06411219077936,Not
EXOC1,-0.608545583590024,7.39473725330503,-2.44528074827427,0.0184548470016282,0.0584812129180365,-4.06437157213563,Not
FAM20B,0.399655442085638,7.29097950865014,2.44497003227936,0.0184688392486423,0.0585106036273078,-4.06504939367216,Not
ATP6V1D,-0.598691692077705,6.88874438930435,-2.44483732976424,0.0184748180678103,0.058514598696387,-4.06533886188052,Not
SHB,0.179387893638583,3.76920749300679,2.44441199437297,0.0184939930558171,0.0585355119212082,-4.06626657871076,Not
H2AFX,1.13653037672597,7.24512696612432,2.44438687486549,0.0184951260572001,0.0585355119212082,-4.06632136407002,Not
FKBP14,0.314922183641166,4.33629064930231,2.4443768244398,0.0184955793936318,0.0585355119212082,-4.06634328381352,Not
NASP,0.578853285004868,6.34957186063825,2.44413846973584,0.0185063336124084,0.0585546060700769,-4.06686310970259,Not
ASPSCR1,0.392140493720672,3.44983900463247,2.44377862102857,0.0185225801783143,0.0585910640019467,-4.06764782764447,Not
ZNF239,0.225189952913821,2.26031970284952,2.44315542328224,0.0185507470265539,0.0586601213638273,-4.06900661929197,Not
PHF8,-0.379846701360577,5.16531117433798,-2.4429613652217,0.0185595258300196,0.0586601213638273,-4.06942968055743,Not
SPP2,0.102263233312921,2.54194135719463,2.44291018504446,0.018561841746154,0.0586601213638273,-4.06954125294606,Not
CAPG,0.736246381065746,9.06308741671637,2.4428773087331,0.018563329545515,0.0586601213638273,-4.06961292210851,Not
SPTLC3,0.325074834554207,4.41128839804823,2.44254696496974,0.0185782850573556,0.0586924272965823,-4.07033301864034,Not
TTC37,0.474441651947237,7.01443317758662,2.44147711545847,0.0186267947068192,0.0588306938499309,-4.07266460924962,Not
GALNT1,0.665550444758115,7.67861865274966,2.44127988685329,0.0186357500373274,0.0588439938169481,-4.07309435689423,Not
COIL,0.474130165967371,3.72435121392255,2.44100536193304,0.0186482215524313,0.0588683868452037,-4.07369248380946,Not
IQSEC3,0.32527264567536,4.53088851028567,2.44023557422877,0.0186832328394405,0.0589639025210128,-4.07536940101017,Not
DLG3,-0.0384231227775245,2.77231494389198,-2.43926800136667,0.0187273240297697,0.0590880183010007,-4.07747660358658,Not
CPNE1,0.379403594682814,8.00247744640217,2.43879005704394,0.0187491380968572,0.0591418005634078,-4.07851724632354,Not
COL9A2,0.663801135061595,2.85545911932235,2.43717450697145,0.0188230442792606,0.0593598317304014,-4.08203367960336,Not
BLZF1,0.238848932352766,4.45405212972588,2.43593418376209,0.0188799636255175,0.0595241964533029,-4.08473217970172,Not
ALOX15,-0.148147595245131,2.71680363478363,-2.43527936766132,0.0189100763195508,0.0596039838859946,-4.08615640214177,Not
TNFSF4,0.663698850000482,4.75783758773709,2.43467820728024,0.0189377597841975,0.0596760758646854,-4.08746366591855,Not
ETV4,0.0895731614730764,3.94678739644463,2.43442625369633,0.018949373146496,0.0596975044795503,-4.0880114826034,Not
DCUN1D4,0.470288018073258,4.05784603938315,2.43397699974966,0.0189700966956079,0.0597476153670961,-4.08898817723057,Not
RNF170,0.380138281878666,5.80397095490353,2.43379415152269,0.0189785371288145,0.0597590241200015,-4.08938565654996,Not
MYLPF,0.167300929663943,5.6143497239212,2.43285354501899,0.0190220099959159,0.059880708116585,-4.09143000589206,Not
DDX31,0.184815511619589,3.27544074617833,2.43204585379939,0.0190594115782674,0.0599743653902581,-4.09318498989335,Not
POU2F3,0.104967249612922,3.58837886824626,2.43200225070513,0.0190614325863418,0.0599743653902581,-4.09327971977178,Not
GAPDHS,0.0303475056898437,2.43439830104314,2.43173663604259,0.0190737480370725,0.059997894218567,-4.09385675269977,Not
SRPRB,0.721033499922354,7.56807685393478,2.43125012235746,0.0190963243041818,0.0600536790935008,-4.0949135513123,Not
E2F4,-0.100745908069231,2.38692199051902,-2.43082366753055,0.0191161334418226,0.0601007358881941,-4.09583975781769,Not
DAB2,0.588545982692311,5.07000513551563,2.42985038347792,0.0191614127436951,0.0602144283770342,-4.0979531433151,Not
CLDN4,0.0882100849790874,3.87013127404518,2.42983766526252,0.0191620050636261,0.0602144283770342,-4.09798075531554,Not
WAS,-0.521025181507811,6.48257761214334,-2.42928257316093,0.0191878732475723,0.0602804437410434,-4.09918578544955,Not
LTBP4,0.199841802173197,3.35310131004789,2.4280274801876,0.0192464789283148,0.0604492474418557,-4.10190964619152,Not
GNAZ,-0.166250335431672,2.40158506572181,-2.42747391663711,0.0192723785286581,0.060502683884305,-4.10311067291038,Not
ITPR2,0.597448152938226,6.55759016432303,2.42745532906091,0.0192732487323139,0.060502683884305,-4.103150997389,Not
PRKCQ,-0.877727364888583,6.67786127801936,-2.42658188295931,0.0193141803819911,0.0606158348375091,-4.10504561252236,Not
GOT2,0.47271314984844,6.98404348548166,2.42598550049084,0.0193421732907708,0.0606881818732109,-4.10633894158157,Not
THYN1,0.503304142238825,7.32061587769327,2.42588235241416,0.019347018554114,0.0606881818732109,-4.10656260623095,Not
NLK,0.255269587696575,3.57971846908798,2.42566227066233,0.0193573603080125,0.0606995317137358,-4.10703980365076,Not
PLAC8,0.63653263490103,10.2938577281671,2.42559707822076,0.019360424692376,0.0606995317137358,-4.10718115232447,Not
CRIP1,0.995247728022715,9.22642313349864,2.42522914269125,0.0193777277934895,0.0607384275518449,-4.10797884667402,Not
PHF14,0.0596355544762628,3.29634275044803,2.42464635356618,0.0194051635079628,0.0607984934204598,-4.10924215981837,Not
DNAJC10,0.369903840591227,6.69219968366712,2.42461384806703,0.0194066947876804,0.0607984934204598,-4.10931261520472,Not
CSTF2,0.342654418600361,5.66120984707677,2.42438916797977,0.0194172820747833,0.0608099415026543,-4.1097995875484,Not
ZNF532,0.337956369126923,2.42459047813417,2.42432822588,0.0194201546635502,0.0608099415026543,-4.10993166769021,Not
CCDC186,-0.321751835628605,3.25914637238111,-2.42376926113677,0.0194465201327445,0.0608771300369587,-4.11114299631645,Not
NELFCD,0.425762989931916,7.69473984264029,2.42333956813109,0.0194668100286495,0.0609252699433107,-4.11207403553701,Not
SMC5,0.4782771285872,5.13000946027106,2.42278630456432,0.0194929630148545,0.060991730644107,-4.11327263550132,Not
CLK4,-0.503775943426258,7.89443647476019,-2.42245727333526,0.0195085314883572,0.0610166078199733,-4.11398535509751,Not
RBM34,0.0753181149601558,2.20241986886277,2.42241034706725,0.0195107527706212,0.0610166078199733,-4.11408699676139,Not
ATP6V1A,-0.700202697073493,7.39439797916101,-2.42178062786654,0.0195405829952247,0.0610822994736107,-4.11545081403045,Not
UBE2M,0.457637122191584,6.50848972484103,2.42175900484479,0.0195416080231627,0.0610822994736107,-4.11549763936258,Not
YIF1A,0.464757960151622,3.88249100496467,2.42146903385346,0.0195553586358772,0.0611098798591042,-4.11612554967265,Not
CIR1,-0.552962942656668,7.19091778229722,-2.42106547593566,0.0195745101513458,0.0611524354595521,-4.11699932796153,Not
