,sample,Activated CD8 T cell,Central memory CD8 T cell,Effector memeory CD8 T cell,Activated CD4 T cell,Central memory CD4 T cell,Effector memeory CD4 T cell,T follicular helper cell,Gamma delta T cell,Type 1 T helper cell,Type 17 T helper cell,Type 2 T helper cell,Regulatory T cell,Activated B cell,Immature  B cell,Memory B cell,Natural killer cell,CD56bright natural killer cell,CD56dim natural killer cell,Myeloid derived suppressor cell,Natural killer T cell,Activated dendritic cell,Plasmacytoid dendritic cell,Immature dendritic cell,Macrophage,Eosinophil,Mast cell,Monocyte,Neutrophil,group
11,TCGA.AB.2863.03A,0.237868220478633,0.300828798378592,0.211543030001067,0.334259542684097,0.47131756797889,0.269550350974798,0.0666220181058897,0.270408058053709,0.118649826771323,-0.0361315091575818,0.124933180835269,0.202508475701577,0.0208172658438848,0.0829396930191799,0.255452971653748,0.1412150480835,0.190667949081771,0.239347438548705,0.392943085879235,0.0854193603377379,0.24142182975377,0.421226019794587,0.372872241842497,0.0854088930587971,0.0694016575893944,0.238263228903298,0.353425753795471,-0.0677951974974791,High
12,TCGA.AB.2825.03A,0.24078437386744,0.333838460103148,0.310101264782363,0.203858582400427,0.506567109166103,0.252108624777471,0.182268304996948,0.292892276009459,0.178450732639013,-0.0653912427980883,0.0535212653385174,0.329588093260989,0.0663558766391302,0.26445607671091,0.214296615475961,0.186382905697364,0.16608198438476,0.262263270533816,0.647212334649215,0.125720793063557,0.346643871320173,0.507500909509806,0.379194932030016,0.404357884953714,0.181245953441711,0.313665256997496,0.500676685149514,0.167279407475292,High
13,TCGA.AB.2983.03A,0.296735809410586,0.269144874442628,0.263336727678586,0.265877791403263,0.481049114297142,0.28744029275116,0.206010576083636,0.294917103074223,0.120403067185038,-0.0454433682050924,0.101215036553849,0.279441120301837,0.256482692109896,0.339492074057957,0.335225218075138,0.207570577138097,0.194377727811025,0.138701506283525,0.540880395000365,0.103929489109218,0.342071898371481,0.483377909756238,0.319139326907677,0.179383005797536,0.158609173989607,0.229307862921233,0.396751456079962,-0.116435237305181,High
14,TCGA.AB.2982.03B,0.492901659300541,0.241615281993581,0.269493194779867,0.2902457708054,0.523790326638047,0.202367217335035,0.092775004720713,0.276239197097796,0.181958792846295,0.0295290075273647,-0.00102150309278533,0.269808243768336,0.231605992062265,0.309721845876545,0.236649885514393,0.160573031522521,0.229788640654727,0.216037540349553,0.389665416115688,0.0853033513580231,0.243186667904468,0.413371730745426,0.35464444838828,0.0800557691793303,0.136399063577257,0.259988679400983,0.40623990668434,-0.0961475154106808,Low
15,TCGA.AB.2998.03A,0.315737230151965,0.305632353871578,0.241576519483667,0.252690425372659,0.492890842554315,0.172649086027975,0.0964302004557933,0.265074112811855,0.13502864820848,-0.0100710532213443,0.0293399921404248,0.260162934073948,0.0872380622850166,0.150031043790969,0.254234633749472,0.131257360179241,0.171050070362408,0.238571910682382,0.487326051673763,0.0703347737100012,0.231498513384658,0.432194185765478,0.353115518386308,0.178681770017111,0.126228225568913,0.299013081782237,0.443268294019358,-0.0121838736518655,High
16,TCGA.AB.2817.03A,0.29088912663902,0.342375520952096,0.299817611118635,0.184248371919248,0.497742920924463,0.234021586406881,0.222439075388926,0.328294544702402,0.154610542648284,-0.0383317332327439,0.150398190324016,0.330054453574293,0.237456190514157,0.319290080163127,0.257652897588941,0.205231611821464,0.210816977879293,0.164490813675965,0.569834186365221,0.120721181461608,0.285118294106593,0.457349654116382,0.35806195519563,0.244317318355608,0.15998036085421,0.305636283847974,0.465528646940236,-0.00256891957557063,High
17,TCGA.AB.2973.03A,0.380828643295016,0.323930764551426,0.36916151090326,0.245878480681131,0.538697928913355,0.305798042328979,0.225697715401993,0.320901506791532,0.184267864800181,0.0452581846794917,0.0488207918391329,0.456298307165656,0.221497785535347,0.393862579881029,0.12671851186934,0.225895130539816,0.18001594612646,0.236646233729715,0.677352703530219,0.182934954084292,0.385613496526065,0.480294039087091,0.349660378608345,0.430198554335156,0.270410013069379,0.318159348651142,0.51643836528586,0.292902720353601,Low
18,TCGA.AB.2900.03A,0.249639425980871,0.281676142341068,0.263295647598735,0.201821358456165,0.509711838494953,0.289581481296812,0.154603222429585,0.26654203644371,0.14681574430046,-0.0303113842784848,0.108462989100192,0.342848729626621,0.0726301274891012,0.196849076635808,0.242571548722828,0.188087105203227,0.213153008933454,0.201617401287103,0.565365919576724,0.121758784643936,0.356329739372927,0.495150207563156,0.345910946877505,0.334855879591232,0.146248182832042,0.31432435321696,0.451284543456122,0.0868812638284543,High
19,TCGA.AB.2877.03A,0.325554477348793,0.265546797757383,0.0866375893529336,0.252976663969782,0.522481618905709,0.176742864804028,0.10270553823186,0.245069618509699,0.0845303840968832,-0.0727572339455563,0.0210686716176546,0.0603709809306334,-0.00523330700854008,-0.00167521117430354,0.152797916166744,0.114333150181303,0.208605185043028,0.134107856067196,0.29072185926758,0.0796714657144806,0.208126486153813,0.399653161744563,0.316025583420142,0.0964983629264708,0.200953477736787,0.18710885634338,0.359387960390734,-0.207041153414923,Low
20,TCGA.AB.2875.03A,0.414611495511894,0.287526846426634,0.320774503997845,0.262446706537448,0.47628576795626,0.262159500845262,0.123296511432172,0.250775227147457,0.171941629238715,-0.119817740046389,0.130746534288555,0.301759863450797,0.183274987224009,0.204127320736587,0.255321142883891,0.101674547372453,0.200766565642734,0.13450608337008,0.46040363146379,0.072221153931358,0.225193797843618,0.422321428908345,0.320170161979239,0.112414794271666,0.169205529357355,0.206657148428685,0.386341595349574,-0.0726459256349534,High
21,TCGA.AB.2898.03A,0.319772401433972,0.271853826900029,0.195070887384196,0.234803662386086,0.51035250044531,0.223554701537123,0.117910382303477,0.295518763213128,0.160566642803984,0.0534392487229256,0.0164859008489029,0.18265292786664,0.0981002798809318,0.178499880068809,0.210609904102836,0.192157455755091,0.197211263030965,0.258601121562214,0.49733323661382,0.0663037368939305,0.346193229825734,0.496798235454024,0.36236008719422,0.244054197500895,0.0701949056828124,0.28342453626196,0.409194846248412,0.268862483341109,High
22,TCGA.AB.2913.03A,0.296632647934784,0.168684516625265,0.152221563048548,0.253802806610586,0.482828161283336,0.270938006170928,0.0323107385722726,0.249811244483402,0.126226066045585,-0.0723042732521267,0.103137241640375,0.187514656107597,0.0826984316291336,0.0563897588842037,0.290343208231869,0.13680042861602,0.212582374462432,0.148390560499831,0.274508729408586,0.0523294981990872,0.216395309140136,0.427055100442622,0.318571129818768,0.0812724236367546,0.107362012609808,0.217121378785756,0.351839496892229,-0.242783720623832,Low
23,TCGA.AB.2858.03A,0.369614278618351,0.310347174566359,0.273972989465239,0.27016363151521,0.466071132970624,0.284613390704029,0.0842512012427352,0.251000392716276,0.173567911648872,-0.101753667560822,0.076582474356474,0.317584883968208,0.150995302072368,0.123436502510821,0.260490240176233,0.0942263933730757,0.233795129643942,0.151558833898062,0.417858864329777,0.0512638143379715,0.220050352871427,0.436654162155545,0.309647338731268,0.0813661724431074,0.210315074191943,0.237400076388961,0.364393546181737,-0.0425867278812688,High
24,TCGA.AB.2986.03A,0.415884581812806,0.258485780287568,0.240833900689418,0.223883852106773,0.499837426878567,0.26405955941576,0.10237613511731,0.279946878736942,0.164428788070433,-0.0828309557467831,0.0638721808080514,0.20899845652978,0.0704872728553882,0.0814463040220777,0.253153273234708,0.1519522488803,0.243505232606511,0.156427346646306,0.448249711196181,0.0883870446938151,0.250696850051854,0.4742886042152,0.356085176082203,0.215092498076201,0.110735052289491,0.25440680908112,0.400281796812369,0.0334518978483305,High
25,TCGA.AB.2818.03A,0.290683255668779,0.321560932259958,0.228694616017692,0.212278035782313,0.522897190114008,0.265791432141491,0.196275421052842,0.32825625358312,0.177925791709932,0.0252964137296172,0.0676861275361445,0.352606478591986,0.172228485429895,0.282941757997795,0.22984051597473,0.213748753111183,0.209131094402343,0.169235120199178,0.604762215910849,0.12823039196127,0.367059363365894,0.504652556094517,0.39001631142544,0.414091765337699,0.258375352534467,0.362327634700509,0.458604388742402,0.476512732194364,High
26,TCGA.AB.2883.03A,0.246237778987812,0.282441578911791,0.21073545971505,0.187272650442285,0.448038620401295,0.26387075677539,0.113094890109799,0.246455555991032,0.118277050295998,0.0132828870182569,0.02354531223295,0.22037807304164,0.120512393895795,0.170478008001088,0.222518622753778,0.135368422496959,0.204747115491257,0.157053842100726,0.438950043990046,0.0740852370436041,0.258637005178589,0.435320282413626,0.312885870828024,0.198244257886081,0.134777689047853,0.199374819822675,0.425570404030876,-0.0749798819913181,Low
27,TCGA.AB.2919.03A,0.255651797846016,0.214419774669857,0.096852999886601,0.226691739978014,0.482851119538565,0.197217006113364,0.0618913032555289,0.226476158406811,0.0662053050598737,-0.080736382062348,-0.0114039040073244,0.0783291149304947,0.0368746774175417,-0.0090111809006641,0.191143935457914,0.112212728445917,0.194294247546487,0.14249888381333,0.215103511327478,0.0535654422862499,0.186467221474732,0.416490402143072,0.325653735160378,0.0571011914786874,0.0782714250184476,0.153126385386958,0.354964198134171,-0.212176212785581,Low
28,TCGA.AB.2963.03A,0.232319520070524,0.295467816471735,0.203664409805604,0.283593963980128,0.475359203778756,0.332490234386873,0.137490976883359,0.297156999914803,0.139395225156401,-0.0452935414857503,0.127789562218,0.338958644993001,0.0165434197600701,0.132525609228038,0.256291317740512,0.152392336684967,0.200355552649456,0.158626553564851,0.539301416305156,0.0736882140968848,0.336197794725625,0.45238460520458,0.368471009307887,0.327103637059078,0.162958323904843,0.304734494937497,0.42764555925536,0.206113316550172,High
29,TCGA.AB.2821.03A,0.369779176573406,0.247354677714599,0.271237042028127,0.260920863145912,0.5159235897958,0.249507569818271,0.172655744413523,0.269818037118955,0.15859836367652,-0.0131211329478955,0.0969472448854867,0.256685616605523,0.188392759230139,0.256643892359781,0.22189092490944,0.229083209283672,0.168145650038637,0.262840685789883,0.551046032284728,0.115426114805304,0.297628417133276,0.479715553696274,0.367689578425099,0.202855545646778,0.121890134377342,0.309876054387128,0.414882426025361,-0.021733597985545,High
30,TCGA.AB.2992.03A,0.355339223337927,0.338273064994922,0.29702270026673,0.312003285600082,0.521219597371172,0.277366576231008,0.215871499208706,0.320768599596246,0.18204529836014,0.041412148241231,0.0880671157129952,0.396877863722125,0.137312676362415,0.273288699099864,0.261401044580034,0.255555376144125,0.193011247849852,0.262969619248422,0.632998992289478,0.130425412081147,0.420258192304619,0.509928827143527,0.392568246969171,0.361526399988689,0.157216943578825,0.38538204408796,0.483842236282042,0.369106213467204,High
31,TCGA.AB.2872.03A,0.264287866593162,0.181411654743033,0.158325048332321,0.179235548432763,0.443128393009268,0.220860852995432,0.0963278449899323,0.250622370060988,0.128946647149512,0.0960391619150602,-0.0343733483418024,0.191625331188373,0.0889756303182968,0.158068507092051,0.185107224559887,0.0960488106252939,0.141735592711479,0.211818086384605,0.358700358125754,0.0578235745023753,0.242483447867597,0.431777272012436,0.348486313651513,0.0833554601468786,0.135891184115228,0.245039019841027,0.382155704393999,-0.121331003944702,Low
32,TCGA.AB.2888.03B,0.451971432024869,0.373320935964218,0.415659230461457,0.298282895658498,0.564241784332518,0.308637926979027,0.275467705645271,0.346120882700466,0.214132663360866,-0.0370590066407234,0.0655301265039424,0.449913088191925,0.179586185457798,0.368647066096373,0.219143303203057,0.217329174117289,0.208775740209165,0.260412167605483,0.695253454584717,0.19943251443057,0.339792117162166,0.48336200228041,0.381326485280749,0.352993228488673,0.318810673369887,0.301353502089095,0.552873270808838,0.310259843956375,High
