,GSM239323,GSM239324,GSM239326,GSM239328,GSM239329,GSM239331,GSM239332,GSM239333,GSM239334,GSM239335,GSM239345,GSM239346,GSM239348,GSM239363,GSM239371,GSM239460,GSM239485,GSM239487,GSM239488,GSM239489,GSM239490,GSM239491,GSM239492,GSM239493,GSM239494,GSM239495,GSM239496,GSM239497,GSM239498,GSM239516,GSM239520,GSM239580,GSM240405,GSM240406,GSM240427,GSM240429,GSM240430,GSM240431,GSM240432,GSM240433,GSM240494,GSM240495,GSM240496,GSM240497,GSM240498,GSM240499
GAL3ST1,2.3851539245,2.37049316767188,2.3338805541875,2.30120329004688,2.37241300267188,2.36719023234375,2.37952680157813,2.36100625692188,2.36482608198438,2.362461760125,2.36155753676563,2.35195971859375,2.36033983470313,2.35550359059375,2.37241300267188,2.52524855242187,2.37866195310938,2.38303191190625,2.3656200024375,2.37120378021875,2.37523054110937,2.35857684309375,2.370870784875,2.36654033021875,2.35377713448438,2.33036027659375,2.356441797875,2.32799324021875,2.37933685259375,2.37120378021875,2.30588269326562,2.373056825125,2.31740375476563,2.35964478560938,2.41156240575,2.37636943317187,2.3590814485,2.37344170382812,2.38319017598437,2.53708640360938,2.33948404295313,2.355893662125,2.37601256159375,2.36654033021875,2.40578737728125,2.35964478560938
HLA-DOB,5.15658834445312,4.2042420084375,4.2277307988125,4.95317352128125,4.42077380396875,3.13822823284375,3.11249348142187,3.39683232540625,4.69524848817187,4.4503994873125,2.3251676098125,6.04667559332812,1.77179204973438,2.37987525865625,2.3851539245,2.22996145115625,1.77491434359375,2.68274662226563,2.33036027659375,2.2377691774375,2.0446660848125,2.06185000909375,2.24532914654687,2.2392063690625,2.32614125170312,3.7658892604375,2.24532914654687,2.23485202365625,2.34371997925,2.37451928082813,2.9467132311875,2.25090930029687,2.35871716696875,2.08269340085937,2.0850581495625,4.9451663748125,4.12636466004687,3.85238745989062,5.02302372432812,4.32694408779687,4.48074493879688,4.39806373601562,3.88026796735938,4.6781709088125,5.11337407289063,3.17120318821875
XPA,5.98999379282813,6.34283452976563,5.59898612390625,5.97709290085938,5.69639617526563,5.601231580875,6.05191461779688,6.28345143178125,5.92664002234375,5.94377060346875,5.61840112554687,7.1081778325,6.33729289514063,6.60305469640625,5.98820095320313,7.06266651821875,7.16673615554688,6.24603990129688,4.49436402675,6.0436434613125,6.72709636767187,6.26748541132813,5.15571791189063,5.79000607448438,5.22279349870313,6.05577938932812,7.68948967548438,5.703879721625,6.30591737832813,6.06989292764063,5.286558126875,5.84462303689063,6.03253917225,5.92566896910937,5.8914578503125,6.48224430134375,5.96767578123437,6.39635906635938,6.28389434085937,6.36747935329687,6.08012164595312,5.56485508328125,6.09715919925,6.58663398142188,5.94770358460937,6.05280077898438
ASB9,3.56231295367188,3.6681985735625,3.53330263875,3.76044518385938,3.24191751946875,3.792520068125,3.4764152086875,3.13822823284375,3.62388997757812,3.65963054034375,4.65747653321875,3.55193227879687,3.80856339128125,3.92628539470312,3.46698146975,3.77870778504687,5.65509584092187,3.43691665510937,3.37035241595312,3.52678606660937,5.50480368823438,4.73219458375,3.74135975914063,3.85107897545313,3.26618801484375,4.2377239143125,5.177621916375,3.61608616129688,3.81493905920312,3.93383839578125,3.18593334634375,3.62008645409375,3.93046940957813,4.39896135729687,3.78924809071875,3.42471126289063,3.79806171509375,3.80856339128125,3.71506986767187,2.99759678201562,3.76258076234375,3.705338136125,3.38602322195312,3.22645812135938,3.267760343375,3.51883662964062
FXYD2,2.58318386040625,2.51499699934375,2.58438245275,2.5196125813125,2.5781906156875,2.57299866298438,2.5927775180625,2.58506460439063,2.56444744796875,2.55501818792187,2.56662515060937,2.5405039909375,2.68040702814063,2.57299866298438,2.57268113170313,3.11321313154688,2.57898787409375,2.5688086748125,2.94780100525,2.56285288014063,2.58217978407813,2.57898787409375,2.57395128129687,2.59076830796875,2.79101815801562,2.56751967228125,2.56864911598438,2.57161045526562,2.63377444567187,2.56398509651563,2.5689574695,2.581370201625,2.54912003239063,2.59064189464062,2.60794096048437,2.5840756959375,2.58248628401563,2.581370201625,2.56971179570313,2.57679257401563,2.6908665701875,2.57958332221875,2.58276825564062,2.57089041271875,2.58201345925,2.57343562090625
MTTP,3.1220798799375,3.150950058875,3.2262486215625,3.145226359125,3.22054449407812,3.2125532474375,3.203700226625,3.22225461025,3.215532144125,2.99354701665625,3.19429418628125,3.03616696132813,3.21382900539062,3.267760343375,3.2084171089375,3.32728962679687,3.16722936146875,3.18236583914062,3.12317805978125,3.18892154564062,3.18955823814062,3.19303734885938,3.19146642304688,3.18131906084375,3.20275996010938,3.26082352304687,3.19192004490625,3.08943268334375,3.12250949834375,3.1360481441875,2.94475163801562,3.19799229307813,3.22790675115625,3.2274636515,3.25428197751563,3.2371854029375,3.1821886606875,3.23652225546875,3.19033638901562,3.15744000607812,3.14962605175,3.17286385089063,3.25170272101562,3.25476293065625,3.22645812135938,3.1840888348125
CYP27B1,2.57773568810937,2.77621517651562,2.62579166067187,2.61994347496875,2.59810038439063,2.59905507885937,2.59794703353125,2.51253894903125,2.57608583326562,2.84746187723437,2.59351868021875,2.63733210934375,2.94404846785937,2.58554608360937,2.71618262365625,2.53726488851563,2.58493065796875,2.8815530168125,2.5692857864375,2.96817277384375,2.61575133189063,2.5833407210625,2.62412266670312,2.617580377375,2.60199043029687,2.59594646704688,2.58752574975,2.59504746115625,2.52572061860938,2.58080549796875,2.65458557910938,2.6006383365625,2.57724057482812,2.7418972259375,2.72956856534375,2.66739826503125,2.59002439151562,2.58554608360937,2.2653020638125,2.4725388619375,2.58109370185938,2.59488647585937,2.49035503260937,2.5558756923125,2.58263424926563,2.59261769078125
DLEU1,6.64951728720312,7.4795855455,6.92541952592187,6.98193480829687,6.90244119534375,6.71374166607812,6.79777826489063,6.103924906375,6.749292105625,6.69802878576562,6.42566357520313,3.958066736125,5.21454462190625,6.55358620129688,6.94919612440625,4.60249569004687,7.8478604465,7.1687423623125,6.03534109420313,6.309210563625,6.15820244667187,6.66698279390625,7.11296674120312,7.01569829390625,6.83738435304688,7.29518782151562,7.43813397235937,6.71414045885937,3.8754965800625,4.54051817592187,5.59276567526562,7.07880200770312,6.548274287875,6.79553598698438,6.7789877703125,6.37516749125,4.95554535245313,4.57846639140625,4.53729271698437,3.79114608053125,3.37088302729688,4.99923111678125,4.5909959098125,4.73627760589063,5.00146295459375,5.01757390046875
AP3B2,2.455199588125,2.47281096465625,2.37801428567187,2.40511130265625,2.44564388384375,2.4426397609375,2.44133735046875,2.65694479823437,2.45270190132812,2.45822072882812,2.43091622501563,2.39866538279687,2.43258772435937,2.43425772764063,2.44246750198438,2.44149085592188,2.42900542815625,2.36637117117187,2.55632747346875,2.43916023948438,2.41968248623437,2.43307887592188,2.40546836217188,2.41983550773437,2.4329364603125,2.40366764603125,2.4314329029375,2.53190235875,2.42864605528125,2.44491878264063,2.69103168089062,2.4431538265,2.39409785179688,2.53708640360938,2.52604360595313,2.4398293500625,2.429571258,2.42677081767187,2.46193296860937,2.456633765625,2.41881708953125,2.42088507648438,2.40007601010937,2.3995407465625,2.42986736348437,2.61379995546875
ACAN,3.17408684039063,3.25943736082812,3.20154696129687,3.286925457875,3.42371047348438,3.19577775539062,3.19622597760937,3.57967012140625,3.27361554804687,3.2631688731875,3.157848,3.22463158734375,3.22333681285938,3.20949547007812,3.170304323125,3.13800509839063,3.1313984191875,3.272698293125,4.48507526245313,3.10352934092188,3.27097158070312,3.61071784604687,3.16600208657812,3.73579051885937,3.210433212875,3.12730802245312,3.19556316123438,3.15744000607812,3.1147975886875,3.15308264873438,3.19429418628125,3.20110182625,3.20711488378125,3.12688561609375,3.14614903440625,3.20748567457813,3.21863995178125,3.18726179570313,3.22094097990625,3.19643591635938,3.12023158825,3.169702888,3.24347569476563,3.32147033645313,3.1883218905,3.1941117736875
MMP10,2.7047016175,2.53025897315625,2.56398509651563,2.53278071196875,2.56068083615625,2.56914447065625,2.56985269146875,2.58201345925,2.57444585654688,2.52371400965625,2.55325959957813,2.56267699971875,2.5356009133125,2.57032762742188,2.5587893379375,2.56738785620312,2.64167020751563,2.5002064820625,2.536451674125,2.5557118298125,2.57622022285938,2.5636912590625,2.537556210875,2.54727276045312,2.57361667451563,2.5967282629375,2.56096832164063,2.55998038767187,2.58365350723437,2.5611339539375,2.46972047985938,2.56634912551563,2.59398653204688,2.59966079121875,2.60651767729688,2.5731427895,2.54962765779687,2.57078058765625,2.54405624195312,2.745805086875,2.51297802032812,2.553118971625,2.55952558382812,2.5840756959375,2.5636912590625,2.55812964373437
BCL2A1,9.41388521626562,10.0968432314687,9.59726177789062,9.29897697885938,8.23608549371875,9.2659616081875,8.94565720571875,8.42389938873437,9.26281845648437,9.19444930978125,8.00641751307812,9.79114222945313,8.3999307603125,11.2840353915625,8.19651583453125,11.255757480625,8.41931898976562,8.65265819523438,12.3936103279687,7.61217894046875,8.18403453326562,9.99522483057813,7.13431339207813,6.64651979442188,7.3100809836875,8.59486093232812,9.9543400435625,4.80394889082813,10.575063250625,10.9105080978125,8.6194659464375,7.66263399014063,7.55392122021875,4.64216523489062,6.40708048348437,5.86086222129688,12.7914084139063,12.3718955734375,10.865829721875,11.5535703623438,11.5409959520313,11.8681968382812,12.8737215646875,12.9838703326563,12.1816344129687,12.5185568517187
APOM,5.76614707048437,5.7639022155,5.5371592186875,5.50578429342187,6.11593710596875,5.8158628735625,5.563486987375,5.47650579601563,5.74018811515625,5.674776635375,5.52891265592188,5.77251888125,5.46951677545313,5.81345915592188,6.06401283692187,6.99076259423437,5.952111721375,5.52751842176562,6.58096131228125,5.91588114076562,5.94377060346875,6.291064926,5.61231980732812,6.06805330409375,5.72426553832813,5.71063598,6.46792891176563,5.5371592186875,5.36298806310938,5.70297398615625,5.28710510923437,5.47053626945312,4.97216430970312,5.6657786385625,5.6157000815625,5.65222713282813,5.71714980021875,5.81869114253125,5.06598188492188,5.73691340498438,6.16037920959375,5.75923290720312,5.375816498125,5.3949803173125,5.324291055625,5.73281713735938
TPSAB1,3.92557904921875,4.0475288320625,4.41582609453125,4.02346311928125,3.975705644375,3.9706629493125,3.98908657453125,4.00980879539062,4.05399437895313,4.156386919875,4.51463486048438,4.08547782079687,5.31606021876563,4.04351189151563,9.583993428375,7.24381223529688,5.37666965603125,3.62008645409375,4.02860960725,6.14134233582813,10.1700193195,11.91133302,4.3721475721875,8.8534818303125,5.75601888207813,3.99605804296875,9.13818999595312,3.56199657209375,3.8441195889375,4.0029866394375,4.08547782079687,3.9902533749375,7.98406238196875,7.55141720778125,3.602673000625,4.39806373601562,4.061910781125,4.06263756785938,3.97927006542188,4.03310672032813,4.044299536,3.98209671865625,4.1109243226875,4.08099427657813,4.06415022051563,4.004766092125
DENND4C,6.39351582125,6.62760086635937,7.25184370339062,6.69150698909375,6.297173484625,6.11676837767187,6.34167328076563,6.52677806773437,6.62526340510937,6.88512743004688,7.12458425785938,6.08933716860937,5.64689350526563,6.150279487125,6.52231359439063,7.1533381211875,5.13377322398437,5.13012297439063,6.87502384895313,6.04315408017187,6.12642747103125,6.23805020582812,5.76797795771875,7.74206102123437,6.86239818523438,6.6652625090625,6.11501244039063,6.13996003492187,5.64391057870313,6.44993347610937,5.30731641665625,6.86506585267187,6.8705813114375,6.78099279898438,6.49449318639063,6.72243514684375,7.43391623096875,7.19506337796875,6.99076259423437,6.76557863539063,6.91513875404688,7.46615184570313,8.0846767670625,7.49318261315625,7.1731145025625,7.21616185760938
CD86,6.82914950045313,5.36015133190625,5.74764800342188,6.19672687834375,4.71037084645312,5.86781037648437,6.77297266840625,6.11244304617188,6.62302045429688,6.55923453598438,4.12636466004687,8.20504993434375,3.606641237,6.72555013748438,3.92168477376562,5.59029036346875,3.67900916839063,4.94467849403125,7.33234909264062,5.23603681782812,3.4407392485,3.92168477376562,3.64860492679687,3.78274652217188,3.00529875823438,3.31631891670312,3.36411139653125,3.74799967435938,6.88235064992188,7.64706552501563,5.5866756365625,5.41779793570312,3.38904304660938,3.38255106401563,4.7257525193125,3.29398068401562,6.01625586814063,5.77162396153125,5.85441427615625,6.64818796045313,5.15799691403125,5.48097528982812,6.1225091156875,7.19747798814062,6.43642072996875,5.12394522179688
UBFD1,3.00440168990625,3.2421304778125,3.08573674357813,3.37112912084375,2.70126565092187,3.063980957125,3.19536288425,2.69306230329688,3.02523191932812,3.32219733507812,3.73227781992188,4.59650963401563,4.63512824926562,3.02543105614062,4.5290636966875,3.329325682375,6.21308174046875,3.441453398625,2.97706539829688,3.23946376023438,3.77288134932813,3.32385373021875,3.3153698861875,4.56189570185937,4.32363923265625,4.09369577357813,3.29173038985937,3.40489576045313,3.14813920471875,3.27867899989063,5.26506801592187,4.26966734548437,5.07991679778125,3.36527695445313,3.44455295410937,3.04198061779688,2.81155861739063,3.10270825753125,3.24893373415625,2.17248848854687,2.93404136603125,2.40405732282813,2.97897647439062,2.800764169,2.16741149546875,2.39334471692188
TFAP4,6.62760086635937,6.04450783651563,5.95926560289062,5.7587887585,6.31344028473437,6.13720803690625,6.18898147803125,6.28442250078125,6.030665729625,6.08495240376562,6.81599928846875,5.87866168085938,6.1732635875,6.36442866067187,6.48260642307813,7.14485852125,5.658376455125,6.6473071074375,6.82083572176562,6.95012998109375,6.0359292054375,6.3229633840625,6.41801673325,6.41947543739063,6.3115614601875,6.90092031673437,6.29818750065625,7.02876678021875,6.966572739875,6.898548737625,6.05410101790625,6.28291019823437,5.73061869934375,6.82914950045313,7.07982088175,5.74587478478125,6.52677806773437,5.877296726625,6.2799116100625,7.21227133659375,6.48469685414063,6.58058236439062,6.17608108729688,6.07314731123437,6.3521609809375,6.38967098909375
PCNX2,2.24532914654687,2.38303191190625,2.38387479059375,2.39919261917187,2.33796441301563,2.61359463667188,2.66838951573438,2.3290424180625,2.3768065135,2.39577467559375,2.33469173071875,2.75898616040625,2.34939564346875,2.29653595075,2.29848781428125,2.26421146521875,2.3196381698125,2.353927628875,2.29182444728125,2.2319783128125,2.38598914789062,2.34053426867187,2.35346084926563,2.33999934503125,2.33814387282812,2.23701378992188,2.33761553845313,2.27676090004688,2.28195793064062,2.31426282742187,2.37451928082813,2.36070161115625,2.40683024903125,2.26745413382812,2.26991304165625,3.9699245505625,2.33830065307813,2.33182631684375,2.38387479059375,2.28309765410937,2.31128822528125,2.59076830796875,2.36979166226562,2.27468605784375,2.336424042125,2.25329606917188
BUD31,8.747264865875,8.65333463870313,8.29241050785937,8.41733524521875,8.46479409085937,8.32109617689063,8.2182380485625,8.2177307125625,8.20138594690625,8.211994102125,8.12987054189063,8.27136369145312,9.68700746695312,8.8426736483125,9.3000267761875,9.829682456125,8.828411331625,8.9886184504375,8.6780959175,9.13999113529687,8.85212911939063,9.443785409875,8.71605403270313,8.74320022723438,8.46821733539062,9.44486822484375,8.309386107625,8.4939250405625,8.54697512439063,8.28057466159375,8.87749314035938,8.13490881364062,8.71980678029687,8.610125977875,8.57398551204687,7.76092524667188,8.54893983153125,8.84601051709375,8.00992345546875,8.72858957429687,8.62935249192187,8.233546766,8.89520561121875,9.06296335646875,9.15116274620313,8.66481477089063
SYNGR3,2.58601774126562,2.63688248182812,2.55617705489062,2.60013227625,2.54424416896875,2.53590808821875,2.52631849407812,2.52387412909375,2.56129176320312,2.51543417926562,2.56605984525,2.5632907089375,2.50051158271875,2.5131171840625,2.5840756959375,2.572855758375,2.53603620846875,3.1747502304375,2.48694544265625,2.5241565746875,2.54590181792187,2.57179681201562,2.5769171539375,2.56525591915625,2.5711562736875,2.60258626470312,2.52341902148437,2.4797662460625,2.5002064820625,2.53293923342187,2.65761635734375,2.55556816953125,2.73535794351563,2.55829635821875,2.56765156125,2.56957974279688,2.49510758084375,2.53057187990625,2.46417303896875,2.6072882903125,2.50929951382812,2.56509504864062,2.54375045540625,2.56541114475,2.57060604535938,2.52400903196875
CD38,6.381895234625,6.47344639273437,6.23678758060938,6.75436389207812,7.37127700617187,6.62302045429688,6.22630017734375,6.18592967009375,6.526306658625,6.65729956307812,4.09229525785937,5.75749475421875,8.56790974365625,6.79995646746875,7.1257919465625,5.6218932341875,5.94676777273437,6.85618144748438,6.63298300335938,6.58431383851562,8.5521636111875,6.181391734875,5.882271096,6.73207385185937,4.93203634040625,7.35019166410938,4.69092927192187,7.02919970685937,6.14829707642188,5.66255041465625,7.6762610439375,5.78821009760938,5.98688931979687,4.25725512870313,7.79481775860938,7.8527918534375,5.76573780253125,4.31501742804688,5.12969511390625,3.45648941960938,4.82382236954687,3.98501752114062,5.69218945485937,6.1524394013125,4.69970360679688,5.727665936375
TNNT3,3.28503439632812,3.42398678929688,3.39582190332812,3.24482276590625,3.35343869729688,3.36223857840625,3.36411139653125,3.37473116317187,3.38255106401563,3.59693468671875,3.32956073071875,3.41468092929688,3.37035241595312,3.32641638507812,3.5816283985625,3.32791332545313,3.3423554828125,3.43883954882812,3.51079150435937,3.33946360360938,4.78744737442188,3.34831187557812,3.46460245453125,3.62564295670313,3.49573418978125,3.34378649320313,3.35124296317188,3.25986861829688,3.72652297817188,3.37668422926563,3.24914549035937,3.40184411309375,3.45372272075,3.24191751946875,3.31162824557813,3.37939536428125,3.34831187557812,3.33853425790625,3.3842136436875,3.28305626067187,3.30101901107812,3.22463158734375,3.40662700353125,3.415773221375,3.34506337896875,3.35930904489063
TYRP1,2.18534780998437,2.13883876642188,2.16724282346875,2.15155976698437,2.17788909025,2.17652026829687,2.17427848057813,2.19223498660938,2.17849670257812,2.14192419309375,2.17690058235938,2.16868624403125,2.170271404,2.16413510614063,2.18117547685938,2.17711046039063,2.18317768454687,2.18160623465625,2.1691001260625,2.17554321551563,2.1610938994375,2.17634791640625,2.16831370215625,2.16244240303125,2.18513451885938,2.27764308007812,2.16557932392187,2.17874114615625,2.18006114375,2.19487178404687,2.14349802409375,2.1738138466875,2.16741149546875,2.18590043607812,2.203812710625,2.19137537467188,2.16580940435938,2.18400293796875,2.15496242667187,2.1738138466875,2.14021897821875,2.16949105875,2.17151230154687,2.18438320182812,2.1841834531875,2.18208471235938
SDS,2.2829532859375,2.30770924307813,2.34166973095313,2.353927628875,2.30120329004688,2.308077613,2.30332153835937,2.28997419628125,2.314464953,2.34092319582812,2.30726528870313,2.3338805541875,2.31299371145312,2.2973484110625,2.30366822096875,2.24083102740625,2.28263051460937,2.63054237209375,2.31483121145313,2.2793627858125,2.34406443440625,2.3085913499375,2.31799680867188,2.32174312026563,2.29801835835937,2.28651778451562,2.30070042059375,2.25706334428125,2.31853074926563,2.28583599303125,2.34053426867187,2.31946653225,2.37158743932812,2.27363182790625,2.27708099146875,2.31981017328125,2.302312339625,2.2973484110625,2.31981017328125,2.25194361709375,2.286851564125,2.29832143384375,2.32458155989063,2.34016964001562,2.30168643332813,2.2993355830625
GFRA1,3.0370398591875,3.02979105875,3.04215334048437,3.01814426329687,3.07545602860937,3.09005594365625,3.08266092529687,3.0643883024375,3.02236521648438,3.00667765223438,3.08223068139062,3.04831998585937,3.09954837485938,3.15824364323437,3.11185756059375,3.07275963782813,3.193284616,3.15991190340625,3.11800603576562,3.07854515603125,3.06083111215625,3.07433098403125,3.09058153401562,3.04502392482812,3.10314201621875,3.14813920471875,3.080600821125,3.17545111685937,3.2201365640625,3.0383370464375,2.87656444348438,3.1014626409375,3.00767448225,3.20814021764062,3.21110900104688,3.12062912840625,3.07590627926563,3.12975699814062,3.02917949553125,3.23341345442187,3.03376923765625,3.0793277405625,3.06127130539062,3.04593751653125,3.08284934010937,3.10352934092188
SCGN,2.07677128548438,2.07530024125,2.09419801432812,2.13921770221875,2.10706091740625,2.11166191803125,2.11008722373438,2.12599202746875,2.09471509375,2.11278352839062,2.087730058375,2.088602562,2.097834299375,2.11661977492188,2.10475488359375,2.09716797928125,2.01295808903125,2.07463273864062,2.06185000909375,2.0487792610625,2.11969692251563,2.09301662423437,2.088602562,2.097834299375,2.112982479,2.1118686275625,2.09064581632812,2.09040470564062,2.10056233914062,2.10006753867187,2.08950394776563,2.09854396410937,2.065033389,2.14616538082812,2.074166371,2.11235760410938,2.097834299375,2.08973813909375,2.10953975420313,2.0446660848125,2.07134444729687,2.08797893396875,2.09669369121875,2.10661793117188,2.106169595625,2.09155011582813
MAP2K6,7.18840198573437,6.58058236439062,6.92731295639063,6.74618998685937,5.8594068670625,6.51553009110938,6.17195610326563,6.3621032890625,6.43906845245313,5.91494195914063,4.91022028045312,7.67733631634375,5.28430136234375,6.1255574178125,5.68473543342188,6.29988454951562,5.71473595960938,5.990830352,6.91730182446875,6.17959087342188,6.0958991463125,5.56138667553125,6.24071845514062,6.10744844965625,6.12736132717187,6.695231945625,6.19233776484375,5.79895114139063,6.37819141971875,6.3377123660625,6.6067292619375,5.48475247409375,4.6313135028125,5.82818806773438,6.47344639273437,5.76155208026563,7.04379085134375,5.94818925121875,6.929348876625,6.11931151398437,7.082385366875,6.41479880484375,6.89416466495313,6.69150698909375,5.96288083507813,6.42865210878125
HSD17B6,1.98449553957812,1.98449553957812,1.99839310371875,1.99624345357813,1.99172997378125,1.9942998385625,1.990323362,1.99839310371875,1.99196891320313,1.99401781870313,1.98997282035937,1.9906628799375,1.9848564186875,1.99271780048438,1.98562906967188,1.99867906239062,1.99102721629687,1.97846540876563,2.00016387198438,2.54712132739063,1.97520546645312,1.980692004,1.98408847040625,2.34723472040625,1.99565276876562,1.99401781870313,1.98674125346875,2.21056616348437,2.0010237748125,1.987436568625,2.12380927490625,1.98886786870312,1.98604023514062,2.00410001484375,2.00657657820312,2.0030514583125,1.98886786870312,1.9896452630625,1.9913923841875,1.9739085433125,1.9747883233125,1.99624345357813,1.99895617129688,1.99839310371875,1.9942998385625,1.9896452630625
IPO8,3.07670706095313,3.11145711354688,3.15498325357812,3.1572487165,2.72568823489063,3.03943330270313,3.10741722653125,3.04267166557812,3.13355602435937,3.36668623017187,3.08437541309375,4.28178371357813,2.83798883053125,3.07734718965625,3.10935033407813,2.96041566339062,3.03276750932812,3.13863882745312,3.04463405659375,2.99553180232812,3.37939536428125,2.97590178646875,3.11713083659375,3.116105410375,3.09194317354688,3.04876100425,3.01286005420312,2.99372066701563,3.01616114484375,3.06226837242188,3.18280084995313,3.11713083659375,3.15032986620312,3.04375183342187,3.33413996103125,3.12818864379688,3.09839410710938,3.1022321459375,4.09369577357813,2.99287624509375,3.04480211004687,3.094448249125,3.16378896785938,3.16419417426563,3.00686232178125,3.91628118329688
PHTF1,3.000293880375,2.32555493178125,2.77621517651562,2.36312132982812,2.7598426255,2.78389942439062,2.33930301921875,2.32783166204687,2.32760384353125,2.64927113339062,3.56437259042188,2.45074424292187,3.0185140138125,2.8312449353125,3.14595405235938,2.4763748073125,2.96585352110937,2.76262137759375,2.67202532123438,2.91655501103125,3.25986861829688,2.74026474979688,4.07857569415625,2.98492853367188,2.75613517192187,3.26728736442187,2.73832759354688,5.14702306332812,3.02075544178125,2.94304521584375,3.06165602679688,3.60751528615625,4.191232636625,2.95077425840625,2.9618621109375,2.82952389146875,2.91870675914062,2.9618621109375,2.83601798101563,2.50384774364063,2.84519490917187,2.73394241104688,2.91248940825,2.92913263401562,2.31108217946875,2.73832759354688
ATP6V0A2,2.05965883423438,2.02894461653125,2.03820858709375,2.02588825609375,2.042273540375,2.050050553375,2.05143215582813,2.04940405203125,2.0435009540625,2.04082051304687,2.03700773134375,2.03383282082812,2.03352334701562,2.04109369082812,2.03504145128125,2.042273540375,2.03941259548438,2.0243671444375,2.02992039989063,2.03217449332812,2.04024191954688,2.04497735217188,2.03217449332812,2.03728379051562,2.05749963378125,2.04024191954688,2.03941259548438,2.03758559170313,2.04140412103125,2.0347772625,2.02786113776562,2.04166262771875,2.03504145128125,2.05874305904688,2.05536861251562,2.05398377171875,2.03941259548438,2.0473923915,2.04497735217188,2.0468177813125,2.01538914560938,2.04195021746875,2.04140412103125,2.049101516375,2.042273540375,2.04024191954688
ANKRD26,3.4974652070625,3.35628917926562,3.32241189160938,3.82860352576563,3.32956073071875,3.32051761645313,3.2274636515,3.21068473301563,3.214696751125,3.34453749773437,3.30494498764063,3.31071130464063,3.29785902364062,3.3507420033125,3.6282057053125,3.52223449520312,3.33413996103125,3.27594569339063,3.3249752249375,3.444295322,3.39533149659375,3.31487493703125,3.58194230225,3.27388029453125,3.37112912084375,3.4060592000625,3.39842260123438,3.65524929271875,3.43563538117187,3.37130970603125,3.00049752198438,3.35398122670312,3.40283892667187,3.42657247414063,3.31631891670312,3.36771023609375,3.32435763042188,3.31184025578125,3.10435303554687,3.47803407625,3.27703437098438,3.314232467875,3.33761481410937,3.26005642692187,3.34711205528125,3.3423554828125
IL17RA,7.9745227654375,7.69548720775,7.50336849875,8.29567151978125,7.72921542725,8.55409980107813,8.16780511139062,8.12880726910937,8.20001475701562,7.91803268264063,7.37406473907812,8.5447816820625,6.656853978,8.31624533403125,4.22500174832812,8.21319472364062,5.7296405125,8.637907572125,7.84584608590625,8.26129151685937,6.58527748359375,6.79291645732812,7.76038798114063,7.0928553929375,5.8889095998125,4.46809360340625,6.91872826067187,9.28030888754687,9.98078467690625,9.7368068354375,9.46156670584375,4.25800958203125,6.41990480689063,7.9217487101875,8.37730850582813,7.78387164578125,10.0681135787031,9.67991738145312,9.28837820759375,9.90256460310938,10.005221414875,9.82680814835937,9.38224537039063,8.87356392859375,8.99216305515625,9.94977833184375
TRPM2,3.40762099771875,3.56146923078125,3.3872906294375,3.50612257871875,3.87166566523437,3.93525260826563,3.71951273529687,3.92628539470312,4.23160203242187,3.8897773036875,3.44809399746875,3.96884735821875,2.66915243951563,3.490226359375,3.48241983401563,3.91083403221875,3.7473467686875,3.56874598240625,3.674219291125,5.28575367184375,3.60719958732812,3.24168817151563,3.5124516305,3.93415354540625,3.49542626153125,2.92970095609375,3.457253106125,4.7226230955625,3.36547310048438,3.72015319189062,5.2218794269375,3.50355127792188,3.56603149789062,3.42274890817187,3.39413273223437,4.87603981948438,3.49422292489063,3.34506337896875,3.51393090978125,4.34317402979687,3.43741636575,3.4548432943125,3.56821738165625,3.569641126125,3.51486982985938,3.496261423125
CDS1,2.99906690148438,2.81589219492187,2.87472306445312,2.90895324325,2.958627275,2.95894230734375,2.93930548151563,3.01400512098438,2.91373159242187,2.81084837092188,2.90205465195312,2.88970703164062,2.92532664664063,2.9866171871875,2.95894230734375,3.08789168134375,3.00738943432812,2.83798883053125,2.94724821601563,2.97389491448437,2.85719166723438,2.92708136659375,2.89241752860937,2.85683613135937,2.9345847954375,3.0006735931875,3.06333152667187,3.04666433704688,3.22246261920312,2.97738236228125,2.78115432184375,2.92412783451562,2.86636955828125,3.02917949553125,3.02845331929688,2.98284789051562,2.92586855909375,2.96676872384375,2.75259051796875,3.04666433704688,2.8522400875,2.92953445295313,2.90205465195312,2.93666478054688,2.95470719740625,2.94404846785937
LRP2,4.11401667234375,3.86480157121875,3.82110430073438,3.78789015942187,3.88710237517187,3.87991180120313,3.87749766242188,3.88062176990625,3.791884034,3.84002831189063,3.90804053865625,3.95016409728125,3.94067779878125,4.02197000414063,4.00911083545313,4.26228439854687,4.03711530303125,3.96162327529687,3.94341057728125,3.97523424153125,3.96599757475,3.92962566717187,3.93602738034375,3.9905743181875,3.95378271367187,4.14783550965625,3.958066736125,4.04266468221875,4.02631099810938,3.98501752114062,3.7159421459375,4.18019535970313,3.92271778559375,4.015088678,4.00268254885937,3.93602738034375,3.90933857684375,3.90550308645313,3.81746511215625,4.16288034582812,3.89523727515625,3.89560011301562,3.83227098982813,3.871060257375,3.94885039359375,3.93152271132813
